initialLabel,binaryInitialLabel,title,url,numTrueVotes,numFalseVotes,totalVotes,maxVotes,interraterPercentAgreement,agreementWithLabel,votersLabel,voterLabelWasAccurate,averageInterraterPercentAgreement,averageAgreementWithLabel,percentOfAgreeingDecisions
FALSE,0," A large group of citizens in the Republic of North Macedonia â€” every member of the party Social Democratic Union of Macedonia (SDSM) â€” is quarantined, allegedly because they were in contact with the director of the Skin Clinic in Skopje, infected with COVID-19.",https://www.poynter.org/?ifcn_misinformation=untrue-report-that-an-entire-large-group-of-citizens-in-the-republic-of-north-macedonia-i-e-every-member-of-the-party-named-social-democratic-union-of-macedonia-sdsm-is-quarantined-allegedly-bec,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Cristiano Ronaldo will turn his hotels into hospitals.,https://www.poynter.org/?ifcn_misinformation=cristiano-ronaldo-will-turn-his-hotels-into-hospitals,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0," In France, a picture shows policemen spraying tear gas on nurses and a text criticizes Macronâ€™s treatment toward health employees.",https://www.poynter.org/?ifcn_misinformation=in-france-a-picture-showing-policemen-spraying-tear-gas-on-nurses-and-a-text-criticizing-macrons-treatment-towards-health-employees,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Image showing Italian doctors exhausted and sleeping.,https://www.poynter.org/?ifcn_misinformation=image-showing-italian-doctors-exhausted-and-sleeping,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0," A video has been viewed thousands of times in multiple posts on Facebook, Twitter and YouTube which claim it shows Chinese police arresting people infected with the novel coronavirus.",https://www.poynter.org/?ifcn_misinformation=a-video-has-been-viewed-thousands-of-times-in-multiple-posts-on-facebook-twitter-and-youtube-which-claim-it-shows-chinese-police-arresting-people-infected-with-the-novel-coronavirus-covid-19,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Chinese intelligence officer reveals coronavirus is a bioweapon.,https://www.poynter.org/?ifcn_misinformation=chinese-intelligence-officer-reveals-coronavirus-is-a-bioweapon,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Film â€œCoronavirusâ€ predicted the current pandemic,https://www.poynter.org/?ifcn_misinformation=film-coronavirus-predicted-the-current-pandemic,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Staff of Gold Coast Hospital in Australia has gifted a volleyball to Tom Hanks in quarantine.,https://www.poynter.org/?ifcn_misinformation=staff-of-gold-coast-hospital-in-australia-has-gifted-a-volleyball-to-tom-hanks-in-quarantine,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, The Simpsons had already predicted the coronavirus pandemic.,https://www.poynter.org/?ifcn_misinformation=the-simpsons-had-already-predicted-the-coronavirus-pandemic,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0," Felipe Gonzalez, ex-prime minister of Spain, says the Spanish coalition government cannot face the COVID-19 crisis.",https://www.poynter.org/?ifcn_misinformation=felipe-gonzalez-ex-prime-minister-of-spain-says-that-the-spanish-coalition-government-cannot-face-the-covid-crisis,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Two COVID-19 patients were executed in North Korea.,https://www.poynter.org/?ifcn_misinformation=two-covid-19-patients-were-executed-in-north-korea,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, OMS staff member is spreading coronavirus on purpose.,https://www.poynter.org/?ifcn_misinformation=oms-staff-member-is-spreading-coronavirus-on-purpose,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, A former and controversial CIA officer said coronavirus was made in a lab.,https://www.poynter.org/?ifcn_misinformation=a-former-and-controversial-cia-officer-said-coronavirus-was-made-in-a-lab,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0," An image claims that hundreds of infected people are hidden in Lithuanian hospitals, and were taken to crematoriums.",https://www.poynter.org/?ifcn_misinformation=an-image-on-facebook-claimed-that-hundreds-of-infected-people-are-hidden-in-lithuanian-hospitals-and-were-taken-to-crematoriums,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0," China has announced the success of Egyptian serum form Dr. Hala, Health Minister of Egypt, against coronavirus",https://www.poynter.org/?ifcn_misinformation=china-has-announced-the-sucess-of-egyptian-serum-form-dr-hala-ealth-minister-of-egypt-against-coronavirus,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Israel and USA have come up with a vaccine.,https://www.poynter.org/?ifcn_misinformation=israel-and-usa-have-come-up-with-a-vaccine,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, A Twitter post claimed Cristiano Ronaldo is transforming his string of hotels to hospitals to aid in the fight against COVID-19.,https://www.poynter.org/?ifcn_misinformation=a-twitter-post-claimed-christiano-ronaldo-is-transforming-his-string-of-hotels-to-hospitals-to-aid-in-the-fight-against-covid-19,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0," Advice about coronavirus prevention and remedies, allegedly from Stanford Hospital.",https://www.poynter.org/?ifcn_misinformation=advice-about-coronavirus-prevention-and-remedies-allegedly-from-stanford-hospital,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Asterix comics in 1981 mentioned coronavirus; French people knew the outbreak in advance.,https://www.poynter.org/?ifcn_misinformation=asterix-comics-in-1981-mentioned-coronavirus-french-people-knew-the-outbreak-in-advance,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Uganda did not deport 19 passengers from high-risk COVID-19 countries.,https://www.poynter.org/?ifcn_misinformation=uganda-did-not-deport-19-passengers-from-high-risk-covid-19-countries,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0," 3,500 Italians potentially infected with the novel coronavirus arrived in Brazil in a cruise ship",https://www.poynter.org/?ifcn_misinformation=3500-italians-potentially-infected-with-the-novel-coronavirus-arrived-in-brazil-in-a-cruiseship,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0," Photo purportedly showing Tom Hanks holding a volleyball, claiming the hospital staff in Australia gave it to him as a tribute and to cheer him up while in quarantine.",https://www.poynter.org/?ifcn_misinformation=photo-purportedly-showing-tom-hanks-holding-a-volleyball-claiming-the-hospital-staff-in-australia-gave-it-to-him-as-a-tribute-and-to-cheer-him-up-while-in-quarantine,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0," In Colombia, â€œFirst Child registered as Yair coronavirus Mosquera.â€",https://www.poynter.org/?ifcn_misinformation=in-colombia-first-child-registered-as-yair-coronavirus-mosquera,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Zamora has canceled Holy week due to the coronavirus.,https://www.poynter.org/?ifcn_misinformation=zamora-has-cancelled-holy-week-due-to-coronavirus,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Councilor Pen White-Chung said coronavirus is from the USA based on a Chinese academic study.,https://www.poynter.org/?ifcn_misinformation=councilor-pen-white-chung-said-that-coronavirus-is-from-the-usa-based-on-a-chinese-academic-study,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Education Ministry announces all students are passing the actual course without making exams because of coronavirus.,https://www.poynter.org/?ifcn_misinformation=education-ministry-announces-all-students-are-passing-the-actual-course-without-making-exams-because-of-coronavirus,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Podemos spokesman Pablo Echenique is not in intensive care after getting infected with COVID-19.,https://www.poynter.org/?ifcn_misinformation=podemos-spokesman-pablo-echenique-is-not-in-intensive-care-after-getting-infected-with-covid,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Chinese people prayed with Muslims due to fear of COVID-19.,https://www.poynter.org/?ifcn_misinformation=chinese-people-prayed-with-muslims-due-to-fear-of-covid-19,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, A fake quote of Vice President Leni Robredo suggesting to â€œinhale cough backâ€ to prevent the spread of the 2019 novel coronavirus.,https://www.poynter.org/?ifcn_misinformation=a-fake-quote-of-vice-president-leni-robredo-suggesting-to-inhale-cough-back-to-prevent-the-spread-of-the-2019-novel-coronavirus,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Coronavirus dies at a temperature above 26-27 degrees Celsius as per UNICEF.,https://www.poynter.org/?ifcn_misinformation=coronavirus-dies-at-a-temperature-above-26-27-degrees-celcius-as-per-unicef,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Quito is the second city with the highest probability of infection.,https://www.poynter.org/?ifcn_misinformation=quito-is-the-second-city-with-the-highest-probability-of-infection,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0," In 2007, â€œThe Simpsonsâ€ predicted Tom Hanks would contract coronavirus in 2007.",https://www.poynter.org/?ifcn_misinformation=the-simpsons-predicted-tom-hanks-getting-coronavirus-in-2007,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Muslim People in China seeking refuge in Islam by reading Quran to save themselves from COVID-19.,https://www.poynter.org/?ifcn_misinformation=muslim-people-in-china-seeking-refuge-in-islam-by-reading-quran-to-save-themselves-from-covid-19,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Seven ambulance workers are infected with coronavirus in Catalonia.,https://www.poynter.org/?ifcn_misinformation=seven-ambulance-workers-infected-with-coronavirus-in-catalonia,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0," â€œAn entire familyâ€ in Santolan, Pasig, is â€œconfirmed to be infectedâ€ with the novel coronavirus, according to what looked like a breaking news graphic from GMA News.",https://www.poynter.org/?ifcn_misinformation=an-entire-family-in-santolan-pasig-is-confirmed-to-be-infected-with-the-2019-novel-coronavirus-according-to-what-looked-like-a-breaking-news-graphic-from-gma-new,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, American CDC admitted that coronavirus originated in the U.S. Many COVID-19 patients were misdiagnosed as coronavirus.,https://www.poynter.org/?ifcn_misinformation=american-cdc-admitted-that-coronavirus-originated-in-the-usa-many-covid-19-patients-were-misdiagnosed-as-coronavirus,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, A doctor says coronavirus doesnâ€™t kill or cause the common cold.,https://www.poynter.org/?ifcn_misinformation=a-doctor-says-coronavirus-doesnt-kill-and-doesnt-even-cause-the-common-cold,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0," Academia Sinica, Taiwan research institute, developed antibodies for rapid testing as a China representative of the WHO took the credit.",https://www.poynter.org/?ifcn_misinformation=academia-sinica-taiwan-research-institute-developed-antibodies-for-rapid-testing-as-china-representative-of-who-took-the-credit,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, This photo shows the novel coronavirus.,https://www.poynter.org/?ifcn_misinformation=this-photo-purports-to-show-the-novel-coronavirus,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, An audio is circulating on social media claiming itâ€™s from the Colombian scientist Rodolfo LlinÃ¡s offering some recommendations to know â€œif we have the infectionâ€ of the COVID-19 coronavirus.,https://www.poynter.org/?ifcn_misinformation=an-audio-is-circulating-on-social-media-claiming-its-coming-from-the-colombian-scientist-rodolfo-llinas-offering-some-recommendations-to-know-if-we-have-the-infection-of-the-covid-19-coronavirus,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Panic scene in Germany with people rushing into a supermarket.,https://www.poynter.org/?ifcn_misinformation=panic-scene-in-germany-with-people-rushing-into-a-supermarket-2,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Thieves in Madrid are pretending to be doctors to steal from peopleâ€™s houses.,https://www.poynter.org/?ifcn_misinformation=thieves-in-madrid-pretending-to-be-doctors-to-steal-in-peoples-houses,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0," A fighter aircraft crashed in Tenjin, China. It failed to defect from China.",https://www.poynter.org/?ifcn_misinformation=a-fighter-aircraft-crashed-in-tenjin-china-it-failed-to-defect-from-china,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Classes were canceled in Basque Country because of coronavirus.,https://www.poynter.org/?ifcn_misinformation=classes-were-cancelled-in-all-basque-country-because-of-coronavirus,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Sisi Raised The Numbers of Coronavirus Cases in Egypt in the Hope of Billions from the World Bank.,https://www.poynter.org/?ifcn_misinformation=sisi-raised-the-numbers-of-coronavirus-cases-in-egypt-in-the-hope-of-billions-from-the-world-bank,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, You can monitor yourself for COVID-19 with a breath test.,https://www.poynter.org/?ifcn_misinformation=says-you-can-monitor-yourself-for-covid-19-with-a-breath-test,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0," The Italian department of civil protection has communicated that from 3/16/20, the bio-containment BSL-4 can be introduced.",https://www.poynter.org/?ifcn_misinformation=the-italian-department-of-civil-protection-has-communicated-that-since-the-16h-of-march-there-is-the-possibilty-that-will-be-introduce-the-bio-containment-bsl-4,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, â€œ(Former U.S. President Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus. Do you know that Trump closed 37 of them?â€,https://www.poynter.org/?ifcn_misinformation=barack-obama-set-up-anti-pandemic-programs-in-47-vulnerable-countries-as-a-way-to-protect-against-something-like-the-coronavirus-exactly-do-you-know-that-trump-closed-37-of-them,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Video claims to show a hotel collapsing in Chinese city of Quanzhou after it was used as a coronavirus quarantine facility.,https://www.poynter.org/?ifcn_misinformation=video-claiming-to-show-a-hotel-collapsing-in-chinese-city-of-quanzhou-after-it-was-used-as-a-coronavirus-quarantine-facility,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, China did not apologize to Muslims in a song.,https://www.poynter.org/?ifcn_misinformation=china-did-not-apologize-to-muslims-in-a-song,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Does Mexico have confirmed cases of COVID-19?,https://www.poynter.org/?ifcn_misinformation=whether-mexico-has-confirmed-cases-of-covid-19,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, A NYC Man With Suspected Coronavirus Drops Dead in the Middle of the Street.,https://www.poynter.org/?ifcn_misinformation=a-nyc-man-with-suspected-coronavirus-drops-dead-in-the-middle-of-the-street,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0," U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.",https://www.poynter.org/?ifcn_misinformation=u-s-hospitals-are-preparing-for-96-million-coronavirus-infections-and-nearly-half-a-million-deaths-leaked-documents-reveal,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0," A case of coronavirus was confirmed in Cali in Colombia, and a video shows doctors treating patients in a bus station.",https://www.poynter.org/?ifcn_misinformation=a-case-of-coronavirus-was-confirmed-in-cali-in-colombia-and-a-video-shows-doctors-treating-patients-in-a-bus-station,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, This is a photo of the first Moroccan infected with the virus.,https://www.poynter.org/?ifcn_misinformation=this-is-a-picture-of-the-first-moroccan-infected-with-the-virus,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0," A post has been shared on Facebook, Twitter and Whatsapp claims a regional government in India has recommended that the juice of bitter gourd, a vegetable often used in traditional medicine, is an effective treatment for the novel coronavirus.",https://www.poynter.org/?ifcn_misinformation=a-post-has-been-shared-repeatedly-in-multiple-posts-on-facebook-twitter-and-whatsapp-which-claims-a-regional-government-in-india-has-recommended-that-the-juice-of-bitter-gourd-a-vegetable-often-used,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, A video purports to show panic-stricken travelers infected with the novel coronavirus at an airport in Senegal.,https://www.poynter.org/?ifcn_misinformation=a-video-purporting-to-show-panic-stricken-travellers-infected-with-the-novel-coronavirus-at-an-airport-in-senegal-has-been-shared-hundreds-of-times-on-facebook,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Quarantine video is allegedly from different cities in Turkey.,https://www.poynter.org/?ifcn_misinformation=quarantine-video-allegedly-from-different-cities-in-turkey,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, No work in several regions of Spain due to coronavirus.,https://www.poynter.org/?ifcn_misinformation=no-work-in-several-regions-of-spain-due-to-coronavirus,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, 80 clients of a brothel were put on quarantine due to coronavirus.,https://www.poynter.org/?ifcn_misinformation=80-clients-of-a-brothel-were-put-on-quarentine-due-to-coronavirus-2,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Coronavirus dies in temperatures 26-27C and when exposed to sunlight.,https://www.poynter.org/?ifcn_misinformation=coronavirus-dies-in-temperatures-26-27-degrees-and-when-exposed-to-sunlight,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, The first coronavirus case in North Macedonia was a well-known fashion designer.,https://www.poynter.org/?ifcn_misinformation=the-first-coronavirus-case-in-north-macedonia-was-a-well-known-fashion-designer,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0," Ministry of Health confirms new case of coronavirus in Santa Elena province, Ecuador.",https://www.poynter.org/?ifcn_misinformation=ministry-of-health-confirms-new-case-of-coronavirus-in-santa-elena-province-in-ecuador,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Every election year has a disease; coronavirus has a contagion factor of 2 and a cure rate of 99.7% for those under 50 it infects.,https://www.poynter.org/?ifcn_misinformation=every-election-year-has-a-disease-coronavirus-has-a-contagion-factor-of-2-coronavirus-has-a-cure-rate-of-99-7-for-those-under-50-it-infects,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Dr. Lupita Yamamoto has found a vaccine that destroys the coronavirus.,https://www.poynter.org/?ifcn_misinformation=dr-lupita-yamamoto-has-found-a-vaccine-that-destroys-the-coronavirus,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Video shows Wuhan residents lining up for death certificates.,https://www.poynter.org/?ifcn_misinformation=video-shows-wuhan-residents-lining-up-for-death-certificates,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Notice for preparing emergency drugs was released on social media for alumni of Seoul National University College of Medicine.,https://www.poynter.org/?ifcn_misinformation=notice-for-preparing-emergency-drugs-was-released-on-social-media-for-alumni-of-seoul-national-university-college-of-medicine,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Rapper Eminem contacted coronavirus.,https://www.poynter.org/?ifcn_misinformation=rapper-eminem-contacted-coronavirus,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, The media group Globo published a photo of the dead of the Lampedusa shipwreck as if they were COVID-19 victims.,https://www.poynter.org/?ifcn_misinformation=the-media-group-globo-published-a-photo-of-the-dead-of-the-lampedusa-shipwreck-as-if-it-were-victims-of-covid-19,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, There is a case of coronavirus at the School of Architects of Madrid.,https://www.poynter.org/?ifcn_misinformation=video-showing-chinese-officials-detaining-suspected-coronavirus-cases,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, This video shows dead coronavirus victims amassed in the Bergamo (or Brescia) hospital.,https://www.poynter.org/?ifcn_misinformation=this-video-shows-the-coronavirus-dead-amassed-in-the-bergamo-or-brescia-hospital,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, A Nigerian taxi driver threatens to spread COVID-19.,https://www.poynter.org/?ifcn_misinformation=a-nigerian-taxidriver-thereatens-to-spread-cov,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, An image shows Senate Minority Leader Chuck Schumer criticizing President Trumpâ€™s restrictions on foreign nationals traveling to the U.S. from China.,https://www.poynter.org/?ifcn_misinformation=an-image-of-a-tweet-that-purportedly-shows-senate-minority-leader-chuck-schumer-criticized-president-trumps-restrictions-on-foreign-nationals-traveling-to-the-us-from-china,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Pope Francis and his two aides have been infected with the new coronavirus,https://www.poynter.org/?ifcn_misinformation=pope-francis-and-his-2-aides-have-infected-with-covid-19,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, An audio clip claims Kenya has recorded 63 cases of COVID-19.,https://www.poynter.org/?ifcn_misinformation=an-audio-clip-circulating-on-facebook-claiming-that-kenya-has-recorded-63-cases-of-covid-19,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Post says â€œsanitizer will do nothing for the coronavirus.â€,https://www.poynter.org/?ifcn_misinformation=post-says-sanitizer-will-do-nothing-for-the-coronavirus,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, It is best to shave your beard to avoid being infected by the coronavirus.,https://www.poynter.org/?ifcn_misinformation=it-is-better-to-shave-your-beard-to-avoid-being-infected-by-the-coronavirus,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0," Japanese Asahi Shimbun TV: USA caught COVID-19 before Wuhan, according to American CDC",https://www.poynter.org/?ifcn_misinformation=japanese-asahi-shimbun-tv-usa-caught-covid-19-before-wuhan-according-to-american-cdc,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Ecuadorian doctor develops a vaccine for COVID-19.,https://www.poynter.org/?ifcn_misinformation=ecuadorean-doctor-develops-a-vaccine-for-covid-19-2,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, French far right leader Marine Le Pen says the EU didnâ€™t act against the outbreak,https://www.poynter.org/?ifcn_misinformation=french-far-right-leader-marine-le-pen-says-that-the-eu-didnt-do-anything-against-the-outbreak,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, The Vatican confirms Pope Francis was infected with coronavirus.,https://www.poynter.org/?ifcn_misinformation=the-vatican-confirms-that-pope-francis-was-infected-with-coronavirus,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Video claims that â€œThe health system is collapsingâ€ in North Macedonia.,https://www.poynter.org/?ifcn_misinformation=video-claiming-that-the-health-system-is-collapsing-in-north-macedonia,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, El Pais said there is a possible case of coronavirus at the hospital Gregorio MaraÃ±Ã³n in Spain.,https://www.poynter.org/?ifcn_misinformation=an-article-of-el-pais-says-there-is-a-possible-case-of-coronavirus-at-the-hospital-gregorio-maranon-in-spain,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, There are cases of coronavirus in the Amazon forest.,https://www.poynter.org/?ifcn_misinformation=there-are-cases-of-coronavirus-in-the-amazon-forest,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Iran buries coronavirus victims in Iraq; a video from the Najaf Cemetery.,https://www.poynter.org/?ifcn_misinformation=iran-bury-coronavirus-dead-in-iraq-or-the-video-from-the-najaf-cemetery,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Barcelonaâ€™s council issued a notification of a new focus in two neighborhoods.,https://www.poynter.org/?ifcn_misinformation=barcelonas-council-issued-a-notification-of-a-new-focus-in-two-neighborhoods,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Photo of Iranian officials visiting the vice president after she contracted COVID-19.,https://www.poynter.org/?ifcn_misinformation=photo-of-iranian-officials-visiting-vice-president-after-she-contracted-covid-19,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, â€œEvery election year has a diseaseâ€ â€” SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,https://www.poynter.org/?ifcn_misinformation=every-election-year-has-a-disease-sars-in-2004-avian-flu-in-2008-swine-flu-in-2010-mers-in-2012-ebola-in-2014-and-2018-zika-in-2016-and-the-coronavirus-in-2020,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0," Police in China have killed 25,000 COVID-19 patients so far.",https://www.poynter.org/?ifcn_misinformation=police-in-china-have-started-killing-covid-19-patients-killing-25000-so-far,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0," Evidence indicates COVID-19 escaped a Chinese lab that was researching it, causing the outbreak.",https://www.poynter.org/?ifcn_misinformation=evidence-indicates-covid-19-virus-escaped-a-chinese-lab-that-was-researching-it-thus-causing-the-outbreak,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, A video of chaos in a shop claims people are panicking after the first confirmed case of coronavirus in Lithuania.,https://www.poynter.org/?ifcn_misinformation=a-video-showing-chaos-in-a-shop-claiming-that-people-are-panicking-after-a-first-confirmed-case-of-coronavirus-in-lithuania,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Jackie Chan is quarantined because of the coronavirus.,https://www.poynter.org/?ifcn_misinformation=is-jackie-chan-really-quarantined-because-of-corona-virus,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, The mortality rate for the flu is â€œright aroundâ€ that of the new coronavirus: â€œItâ€™s right around 2%.â€,https://www.poynter.org/?ifcn_misinformation=said-the-mortality-rate-for-the-flu-is-right-around-that-of-the-new-coronavirus-its-right-around-2,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0," Starting in March, if you travel outside of the United States you wonâ€™t be allowed back in the country â€œdue to high risk of the coronavirus.â€",https://www.poynter.org/?ifcn_misinformation=post-says-starting-in-march-if-you-travel-outside-of-the-united-states-you-wont-be-allowed-back-in-the-country-due-to-high-risk-of-the-coronavirus,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Authorities should implement temperature tests to travelers from China.,https://www.poynter.org/?ifcn_misinformation=autorities-should-implement-temperature-tests-to-travelers-from-china,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Ministry of Economy and Finance in South Korea and pharmaceutical companies had a secret meeting.,https://www.poynter.org/?ifcn_misinformation=ministry-of-economy-and-finance-in-south-korea-and-pharmaceutical-companies-had-a-secret-meeting,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, There is a new case of COVID-19 in SacedÃ³n (Spain).,https://www.poynter.org/?ifcn_misinformation=a-new-case-of-coronavirus-in-sacedon-guadalajara-mexico,3,2,5,3,0.6,0.4,1,0,N/A,N/A,N/A
FALSE,0, Video shows a person infected with coronavirus being detained by the police.,https://www.poynter.org/?ifcn_misinformation=this-video-of-a-person-infected-with-coronavirus-being-detained-by-the-police-is-not-real-its-a-drill,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, This map shows high sulphur dioxide in Wuhan now due to the burning of corpses.,https://www.poynter.org/?ifcn_misinformation=this-map-shows-high-sulphur-dioxide-in-wuhan-now-due-to-burning-of-corpses,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
FALSE,0, Multiple allegations around how coronavirus was produced by China.,https://www.poynter.org/?ifcn_misinformation=multiple-allegations-around-how-coronavirus-was-produced-by-china,2,3,5,3,0.6,0.6,0,1,N/A,N/A,N/A
